"n","k","c","r","Weight","Power","MCSE"
1000,4,2,2,"Tail",0.05,0.00308220700148449
1000,4,2,3,"Uniform",0,0
1000,4,2,3,"Central",0.0468,0.00298696367570816
1000,4,2,3,"Tail",0.0544,0.0032075111847038
1000,4,2,5,"Uniform",0,0
1000,4,2,5,"Central",0.044,0.00290048271844533
1000,4,2,5,"Tail",0.0546,0.00321306209090332
1000,4,2,8,"Uniform",0,0
1000,4,2,8,"Central",0.052,0.00313993630508646
1000,4,2,8,"Tail",0.049,0.00305283474822991
1000,8,0.5,1,"Uniform",0,0
1000,8,0.5,1,"Central",0.05,0.00308220700148449
1000,8,0.5,1,"Tail",0.0452,0.00293792307591605
1000,8,0.5,2,"Uniform",0,0
1000,8,0.5,2,"Central",0.048,0.00302311098043059
1000,8,0.5,2,"Tail",0.0492,0.00305873699425106
1000,8,0.5,3,"Uniform",0,0
1000,8,0.5,3,"Central",0.0446,0.00291927525252416
1000,8,0.5,3,"Tail",0.0486,0.0030409879973456
1000,8,0.5,5,"Uniform",0,0
1000,8,0.5,5,"Central",0.0422,0.00284320804725929
1000,8,0.5,5,"Tail",0.0496,0.00307049963361014
1000,8,0.5,8,"Uniform",0,0
1000,8,0.5,8,"Central",0.047,0.00299302522541993
1000,8,0.5,8,"Tail",0.0578,0.00330027756408457
1000,8,1,1,"Uniform",0,0
1000,8,1,1,"Central",0.058,0.00330563155841664
1000,8,1,1,"Tail",0.0502,0.00308804015517933
1000,8,1,2,"Uniform",0,0
1000,8,1,2,"Central",0.0426,0.00285605462132642
1000,8,1,2,"Tail",0.048,0.00302311098043059
1000,8,1,3,"Uniform",0,0
1000,8,1,3,"Central",0.0446,0.00291927525252416
1000,8,1,3,"Tail",0.0518,0.0031342227106573
1000,8,1,5,"Uniform",0,0
1000,8,1,5,"Central",0.0446,0.00291927525252416
1000,8,1,5,"Tail",0.0558,0.00324611644892786
1000,8,1,8,"Uniform",0,0
1000,8,1,8,"Central",0.0462,0.00296868859936505
1000,8,1,8,"Tail",0.0508,0.00310545842026584
1000,8,1.5,1,"Uniform",0,0
1000,8,1.5,1,"Central",0.0582,0.003310974478911
1000,8,1.5,1,"Tail",0.0444,0.00291302729132427
1000,8,1.5,2,"Uniform",0,0
1000,8,1.5,2,"Central",0.046,0.00296256645495084
1000,8,1.5,2,"Tail",0.0516,0.00312849612433834
1000,8,1.5,3,"Uniform",0,0
1000,8,1.5,3,"Central",0.0486,0.0030409879973456
1000,8,1.5,3,"Tail",0.0466,0.00298088711627931
1000,8,1.5,5,"Uniform",0,0
1000,8,1.5,5,"Central",0.0452,0.00293792307591605
1000,8,1.5,5,"Tail",0.057,0.00327874976172321
1000,8,1.5,8,"Uniform",0,0
1000,8,1.5,8,"Central",0.0482,0.00302908435009658
1000,8,1.5,8,"Tail",0.0474,0.00300510365877785
1000,8,2,1,"Uniform",0,0
1000,8,2,1,"Central",0.057,0.00327874976172321
1000,8,2,1,"Tail",0.046,0.00296256645495084
1000,8,2,2,"Uniform",0,0
1000,8,2,2,"Central",0.0498,0.00307636018697421
1000,8,2,2,"Tail",0.0476,0.00301112072159188
1000,8,2,3,"Uniform",0,0
1000,8,2,3,"Central",0.0476,0.00301112072159188
1000,8,2,3,"Tail",0.0522,0.00314563697841947
1000,8,2,5,"Uniform",0,0
1000,8,2,5,"Central",0.0474,0.00300510365877785
1000,8,2,5,"Tail",0.0564,0.00326248494249399
1000,8,2,8,"Uniform",0,0
1000,8,2,8,"Central",0.0524,0.00315132480077824
1000,8,2,8,"Tail",0.0518,0.0031342227106573
