"n","x0","eta","c","r","Weight","Power","MCSE"
100,0.25,0.2,0.5,2,"Tail",0.0514,0.00312275647465504
100,0.25,0.2,0.5,2,"Localized",0.0352,0.00260618341641566
100,0.25,0.2,0.5,3,"Uniform",0,0
100,0.25,0.2,0.5,3,"Central",0.058,0.00330563155841664
100,0.25,0.2,0.5,3,"Tail",0.0492,0.00305873699425106
100,0.25,0.2,0.5,3,"Localized",0.0438,0.00289418589589542
100,0.25,0.2,0.5,5,"Uniform",0,0
100,0.25,0.2,0.5,5,"Central",0.0458,0.00295642892693195
100,0.25,0.2,0.5,5,"Tail",0.0572,0.00328414859590732
100,0.25,0.2,0.5,5,"Localized",0.0412,0.00281078494374792
100,0.25,0.2,0.5,8,"Uniform",0,0
100,0.25,0.2,0.5,8,"Central",0.0502,0.00308804015517933
100,0.25,0.2,0.5,8,"Tail",0.0432,0.00287519599331941
100,0.25,0.2,0.5,8,"Localized",0.0446,0.00291927525252416
100,0.25,0.2,1,1,"Uniform",0,0
100,0.25,0.2,1,1,"Central",0.0526,0.00315699984162179
100,0.25,0.2,1,1,"Tail",0.052,0.00313993630508646
100,0.25,0.2,1,1,"Localized",0.03,0.00241246761636296
100,0.25,0.2,1,2,"Uniform",0,0
100,0.25,0.2,1,2,"Central",0.051,0.00311123769583746
100,0.25,0.2,1,2,"Tail",0.0574,0.0032895361375124
100,0.25,0.2,1,2,"Localized",0.032,0.00248901586977665
100,0.25,0.2,1,3,"Uniform",0,0
100,0.25,0.2,1,3,"Central",0.0508,0.00310545842026584
100,0.25,0.2,1,3,"Tail",0.0492,0.00305873699425106
100,0.25,0.2,1,3,"Localized",0.044,0.00290048271844533
100,0.25,0.2,1,5,"Uniform",0,0
100,0.25,0.2,1,5,"Central",0.0476,0.00301112072159188
100,0.25,0.2,1,5,"Tail",0.0522,0.00314563697841947
100,0.25,0.2,1,5,"Localized",0.0406,0.00279111590586991
100,0.25,0.2,1,8,"Uniform",0,0
100,0.25,0.2,1,8,"Central",0.0526,0.00315699984162179
100,0.25,0.2,1,8,"Tail",0.0476,0.00301112072159188
100,0.25,0.2,1,8,"Localized",0.04,0.0027712812921102
100,0.25,0.2,1.5,1,"Uniform",0,0
100,0.25,0.2,1.5,1,"Central",0.0496,0.00307049963361014
100,0.25,0.2,1.5,1,"Tail",0.0536,0.00318518570887162
100,0.25,0.2,1.5,1,"Localized",0.027,0.00229220417938717
100,0.25,0.2,1.5,2,"Uniform",0,0
100,0.25,0.2,1.5,2,"Central",0.0528,0.00316266216975509
100,0.25,0.2,1.5,2,"Tail",0.054,0.00319637294444813
100,0.25,0.2,1.5,2,"Localized",0.0346,0.0025846794772273
100,0.25,0.2,1.5,3,"Uniform",0,0
100,0.25,0.2,1.5,3,"Central",0.0518,0.0031342227106573
100,0.25,0.2,1.5,3,"Tail",0.0496,0.00307049963361014
100,0.25,0.2,1.5,3,"Localized",0.0292,0.00238106530779817
100,0.25,0.2,1.5,5,"Uniform",0,0
100,0.25,0.2,1.5,5,"Central",0.049,0.00305283474822991
100,0.25,0.2,1.5,5,"Tail",0.0518,0.0031342227106573
100,0.25,0.2,1.5,5,"Localized",0.0334,0.00254104073166882
100,0.25,0.2,1.5,8,"Uniform",0,0
100,0.25,0.2,1.5,8,"Central",0.0508,0.00310545842026584
100,0.25,0.2,1.5,8,"Tail",0.0442,0.00290676314824583
100,0.25,0.2,1.5,8,"Localized",0.0336,0.00254837359898426
100,0.25,0.2,2,1,"Uniform",0,0
100,0.25,0.2,2,1,"Central",0.0516,0.00312849612433834
100,0.25,0.2,2,1,"Tail",0.0638,0.00345628586780665
100,0.25,0.2,2,1,"Localized",0.0224,0.00209276085590303
100,0.25,0.2,2,2,"Uniform",0,0
100,0.25,0.2,2,2,"Central",0.0462,0.00296868859936505
100,0.25,0.2,2,2,"Tail",0.0638,0.00345628586780665
100,0.25,0.2,2,2,"Localized",0.0272,0.00230044169671826
100,0.25,0.2,2,3,"Uniform",0,0
100,0.25,0.2,2,3,"Central",0.0492,0.00305873699425106
100,0.25,0.2,2,3,"Tail",0.0576,0.00329491244193226
100,0.25,0.2,2,3,"Localized",0.0286,0.0023572034277932
100,0.25,0.2,2,5,"Uniform",0,0
100,0.25,0.2,2,5,"Central",0.0504,0.00309385972532693
100,0.25,0.2,2,5,"Tail",0.0532,0.00317394895989208
100,0.25,0.2,2,5,"Localized",0.0268,0.00228393344911799
100,0.25,0.2,2,8,"Uniform",0,0
100,0.25,0.2,2,8,"Central",0.0528,0.00316266216975509
100,0.25,0.2,2,8,"Tail",0.0496,0.00307049963361014
100,0.25,0.2,2,8,"Localized",0.0326,0.00251146331846595
100,0.5,0.05,0.5,1,"Uniform",0,0
100,0.5,0.05,0.5,1,"Central",0.0472,0.00299907185642492
100,0.5,0.05,0.5,1,"Tail",0.0552,0.0032296427046966
100,0.5,0.05,0.5,1,"Localized",0.0414,0.00281730509529941
100,0.5,0.05,0.5,2,"Uniform",0,0
100,0.5,0.05,0.5,2,"Central",0.0516,0.00312849612433834
100,0.5,0.05,0.5,2,"Tail",0.0528,0.00316266216975509
100,0.5,0.05,0.5,2,"Localized",0.0428,0.00286245209566903
100,0.5,0.05,0.5,3,"Uniform",0,0
100,0.5,0.05,0.5,3,"Central",0.0486,0.0030409879973456
100,0.5,0.05,0.5,3,"Tail",0.0492,0.00305873699425106
100,0.5,0.05,0.5,3,"Localized",0.0394,0.00275127752144345
100,0.5,0.05,0.5,5,"Uniform",0,0
100,0.5,0.05,0.5,5,"Central",0.044,0.00290048271844533
100,0.5,0.05,0.5,5,"Tail",0.0504,0.00309385972532693
100,0.5,0.05,0.5,5,"Localized",0.0438,0.00289418589589542
100,0.5,0.05,0.5,8,"Uniform",0,0
100,0.5,0.05,0.5,8,"Central",0.0444,0.00291302729132427
100,0.5,0.05,0.5,8,"Tail",0.0438,0.00289418589589542
100,0.5,0.05,0.5,8,"Localized",0.045,0.00293172304285381
100,0.5,0.05,1,1,"Uniform",0,0
100,0.5,0.05,1,1,"Central",0.0486,0.0030409879973456
100,0.5,0.05,1,1,"Tail",0.0548,0.00321860093829602
100,0.5,0.05,1,1,"Localized",0.0414,0.00281730509529941
100,0.5,0.05,1,2,"Uniform",0,0
100,0.5,0.05,1,2,"Central",0.0448,0.00292550713552369
100,0.5,0.05,1,2,"Tail",0.0518,0.0031342227106573
100,0.5,0.05,1,2,"Localized",0.0358,0.00262748396760094
100,0.5,0.05,1,3,"Uniform",0,0
100,0.5,0.05,1,3,"Central",0.0438,0.00289418589589542
100,0.5,0.05,1,3,"Tail",0.0512,0.0031170036894428
100,0.5,0.05,1,3,"Localized",0.0364,0.00264858603787002
100,0.5,0.05,1,5,"Uniform",0,0
100,0.5,0.05,1,5,"Central",0.0422,0.00284320804725929
100,0.5,0.05,1,5,"Tail",0.0542,0.00320194815698193
100,0.5,0.05,1,5,"Localized",0.0334,0.00254104073166882
100,0.5,0.05,1,8,"Uniform",0,0
100,0.5,0.05,1,8,"Central",0.0482,0.00302908435009658
100,0.5,0.05,1,8,"Tail",0.0486,0.0030409879973456
100,0.5,0.05,1,8,"Localized",0.0332,0.0025336834845734
100,0.5,0.05,1.5,1,"Uniform",0,0
100,0.5,0.05,1.5,1,"Central",0.042,0.00283675871374356
100,0.5,0.05,1.5,1,"Tail",0.0536,0.00318518570887162
100,0.5,0.05,1.5,1,"Localized",0.034,0.0025629670306112
100,0.5,0.05,1.5,2,"Uniform",0,0
100,0.5,0.05,1.5,2,"Central",0.0448,0.00292550713552369
100,0.5,0.05,1.5,2,"Tail",0.0588,0.00332693733033852
100,0.5,0.05,1.5,2,"Localized",0.0306,0.00243571919563812
100,0.5,0.05,1.5,3,"Uniform",0,0
100,0.5,0.05,1.5,3,"Central",0.0462,0.00296868859936505
100,0.5,0.05,1.5,3,"Tail",0.044,0.00290048271844533
100,0.5,0.05,1.5,3,"Localized",0.0334,0.00254104073166882
100,0.5,0.05,1.5,5,"Uniform",0,0
100,0.5,0.05,1.5,5,"Central",0.0386,0.00272433624943765
100,0.5,0.05,1.5,5,"Tail",0.053,0.00316831185333767
100,0.5,0.05,1.5,5,"Localized",0.028,0.00233306665142683
100,0.5,0.05,1.5,8,"Uniform",0,0
100,0.5,0.05,1.5,8,"Central",0.0566,0.00326791799162709
100,0.5,0.05,1.5,8,"Tail",0.0496,0.00307049963361014
100,0.5,0.05,1.5,8,"Localized",0.042,0.00283675871374356
100,0.5,0.05,2,1,"Uniform",0,0
100,0.5,0.05,2,1,"Central",0.0424,0.00284963997726029
100,0.5,0.05,2,1,"Tail",0.0626,0.00342582077756557
100,0.5,0.05,2,1,"Localized",0.0264,0.00226729089443768
100,0.5,0.05,2,2,"Uniform",0,0
100,0.5,0.05,2,2,"Central",0.039,0.00273784586856163
100,0.5,0.05,2,2,"Tail",0.056,0.00325158422926425
100,0.5,0.05,2,2,"Localized",0.0256,0.00223359083092674
100,0.5,0.05,2,3,"Uniform",0,0
100,0.5,0.05,2,3,"Central",0.045,0.00293172304285381
100,0.5,0.05,2,3,"Tail",0.0534,0.00317957355631223
100,0.5,0.05,2,3,"Localized",0.0274,0.00230864635663412
100,0.5,0.05,2,5,"Uniform",0,0
100,0.5,0.05,2,5,"Central",0.0376,0.00269021337443705
100,0.5,0.05,2,5,"Tail",0.056,0.00325158422926425
100,0.5,0.05,2,5,"Localized",0.0306,0.00243571919563812
100,0.5,0.05,2,8,"Uniform",0,0
100,0.5,0.05,2,8,"Central",0.0466,0.00298088711627931
100,0.5,0.05,2,8,"Tail",0.043,0.00286883251515316
100,0.5,0.05,2,8,"Localized",0.0378,0.00269707841932711
100,0.5,0.1,0.5,1,"Uniform",0,0
100,0.5,0.1,0.5,1,"Central",0.0502,0.00308804015517933
100,0.5,0.1,0.5,1,"Tail",0.058,0.00330563155841664
100,0.5,0.1,0.5,1,"Localized",0.039,0.00273784586856163
100,0.5,0.1,0.5,2,"Uniform",0,0
100,0.5,0.1,0.5,2,"Central",0.0442,0.00290676314824583
100,0.5,0.1,0.5,2,"Tail",0.0524,0.00315132480077824
100,0.5,0.1,0.5,2,"Localized",0.0442,0.00290676314824583
100,0.5,0.1,0.5,3,"Uniform",0,0
100,0.5,0.1,0.5,3,"Central",0.049,0.00305283474822991
100,0.5,0.1,0.5,3,"Tail",0.0468,0.00298696367570816
100,0.5,0.1,0.5,3,"Localized",0.0454,0.00294410733499986
100,0.5,0.1,0.5,5,"Uniform",0,0
100,0.5,0.1,0.5,5,"Central",0.042,0.00283675871374356
100,0.5,0.1,0.5,5,"Tail",0.0556,0.00324063697442339
100,0.5,0.1,0.5,5,"Localized",0.0484,0.00303504332753257
100,0.5,0.1,0.5,8,"Uniform",0,0
100,0.5,0.1,0.5,8,"Central",0.0536,0.00318518570887162
100,0.5,0.1,0.5,8,"Tail",0.045,0.00293172304285381
100,0.5,0.1,0.5,8,"Localized",0.0464,0.00297479545515318
100,0.5,0.1,1,1,"Uniform",0,0
100,0.5,0.1,1,1,"Central",0.041,0.00280424677944007
100,0.5,0.1,1,1,"Tail",0.0638,0.00345628586780665
100,0.5,0.1,1,1,"Localized",0.0376,0.00269021337443705
100,0.5,0.1,1,2,"Uniform",0,0
100,0.5,0.1,1,2,"Central",0.0434,0.00288154264240528
100,0.5,0.1,1,2,"Tail",0.0586,0.00332162731202644
100,0.5,0.1,1,2,"Localized",0.0402,0.00277791144567281
100,0.5,0.1,1,3,"Uniform",0,0
100,0.5,0.1,1,3,"Central",0.0452,0.00293792307591605
100,0.5,0.1,1,3,"Tail",0.0486,0.0030409879973456
100,0.5,0.1,1,3,"Localized",0.03,0.00241246761636296
100,0.5,0.1,1,5,"Uniform",0,0
100,0.5,0.1,1,5,"Central",0.0366,0.00265557677350891
100,0.5,0.1,1,5,"Tail",0.0528,0.00316266216975509
100,0.5,0.1,1,5,"Localized",0.035,0.00259903828367341
100,0.5,0.1,1,8,"Uniform",0,0
100,0.5,0.1,1,8,"Central",0.043,0.00286883251515316
100,0.5,0.1,1,8,"Tail",0.044,0.00290048271844533
100,0.5,0.1,1,8,"Localized",0.0354,0.00261330595223751
100,0.5,0.1,1.5,1,"Uniform",0,0
100,0.5,0.1,1.5,1,"Central",0.0398,0.00276463234445378
100,0.5,0.1,1.5,1,"Tail",0.066,0.00351123909752668
100,0.5,0.1,1.5,1,"Localized",0.0218,0.00206517602155361
100,0.5,0.1,1.5,2,"Uniform",0,0
100,0.5,0.1,1.5,2,"Central",0.032,0.00248901586977665
100,0.5,0.1,1.5,2,"Tail",0.0658,0.00350629034736144
100,0.5,0.1,1.5,2,"Localized",0.0278,0.00232495849425318
100,0.5,0.1,1.5,3,"Uniform",0,0
100,0.5,0.1,1.5,3,"Central",0.0368,0.00266254614983478
100,0.5,0.1,1.5,3,"Tail",0.0558,0.00324611644892786
100,0.5,0.1,1.5,3,"Localized",0.0278,0.00232495849425318
100,0.5,0.1,1.5,5,"Uniform",0,0
100,0.5,0.1,1.5,5,"Central",0.0394,0.00275127752144345
100,0.5,0.1,1.5,5,"Tail",0.0522,0.00314563697841947
100,0.5,0.1,1.5,5,"Localized",0.0334,0.00254104073166882
100,0.5,0.1,1.5,8,"Uniform",0,0
100,0.5,0.1,1.5,8,"Central",0.0442,0.00290676314824583
100,0.5,0.1,1.5,8,"Tail",0.0462,0.00296868859936505
100,0.5,0.1,1.5,8,"Localized",0.0326,0.00251146331846595
100,0.5,0.1,2,1,"Uniform",0,0
100,0.5,0.1,2,1,"Central",0.0282,0.00234114331043616
100,0.5,0.1,2,1,"Tail",0.0686,0.00357474586509307
100,0.5,0.1,2,1,"Localized",0.021,0.002027757381937
100,0.5,0.1,2,2,"Uniform",0,0
100,0.5,0.1,2,2,"Central",0.0274,0.00230864635663412
100,0.5,0.1,2,2,"Tail",0.0716,0.00364618814654428
100,0.5,0.1,2,2,"Localized",0.0238,0.00215562334372218
100,0.5,0.1,2,3,"Uniform",0,0
100,0.5,0.1,2,3,"Central",0.039,0.00273784586856163
100,0.5,0.1,2,3,"Tail",0.061,0.00338464178311383
100,0.5,0.1,2,3,"Localized",0.0216,0.00205589104769684
100,0.5,0.1,2,5,"Uniform",0,0
100,0.5,0.1,2,5,"Central",0.0368,0.00266254614983478
100,0.5,0.1,2,5,"Tail",0.053,0.00316831185333767
100,0.5,0.1,2,5,"Localized",0.0284,0.00234918879615922
100,0.5,0.1,2,8,"Uniform",0,0
100,0.5,0.1,2,8,"Central",0.0416,0.00282380735886852
100,0.5,0.1,2,8,"Tail",0.041,0.00280424677944007
100,0.5,0.1,2,8,"Localized",0.0372,0.00267642149146953
100,0.5,0.2,0.5,1,"Uniform",0,0
100,0.5,0.2,0.5,1,"Central",0.0448,0.00292550713552369
100,0.5,0.2,0.5,1,"Tail",0.0552,0.0032296427046966
100,0.5,0.2,0.5,1,"Localized",0.0382,0.0027107474983849
100,0.5,0.2,0.5,2,"Uniform",0,0
100,0.5,0.2,0.5,2,"Central",0.0484,0.00303504332753257
100,0.5,0.2,0.5,2,"Tail",0.0506,0.00309966578843591
100,0.5,0.2,0.5,2,"Localized",0.0402,0.00277791144567281
100,0.5,0.2,0.5,3,"Uniform",0,0
100,0.5,0.2,0.5,3,"Central",0.0462,0.00296868859936505
100,0.5,0.2,0.5,3,"Tail",0.0576,0.00329491244193226
100,0.5,0.2,0.5,3,"Localized",0.0382,0.0027107474983849
100,0.5,0.2,0.5,5,"Uniform",0,0
100,0.5,0.2,0.5,5,"Central",0.0394,0.00275127752144345
100,0.5,0.2,0.5,5,"Tail",0.055,0.0032241277890307
100,0.5,0.2,0.5,5,"Localized",0.0478,0.00301712313305241
100,0.5,0.2,0.5,8,"Uniform",0,0
100,0.5,0.2,0.5,8,"Central",0.0522,0.00314563697841947
100,0.5,0.2,0.5,8,"Tail",0.0466,0.00298088711627931
100,0.5,0.2,0.5,8,"Localized",0.045,0.00293172304285381
100,0.5,0.2,1,1,"Uniform",0,0
100,0.5,0.2,1,1,"Central",0.0404,0.00278452293939195
100,0.5,0.2,1,1,"Tail",0.0686,0.00357474586509307
100,0.5,0.2,1,1,"Localized",0.0352,0.00260618341641566
100,0.5,0.2,1,2,"Uniform",0,0
100,0.5,0.2,1,2,"Central",0.0398,0.00276463234445378
100,0.5,0.2,1,2,"Tail",0.0644,0.00347138704266753
100,0.5,0.2,1,2,"Localized",0.0332,0.0025336834845734
100,0.5,0.2,1,3,"Uniform",0,0
100,0.5,0.2,1,3,"Central",0.0454,0.00294410733499986
100,0.5,0.2,1,3,"Tail",0.052,0.00313993630508646
100,0.5,0.2,1,3,"Localized",0.0394,0.00275127752144345
100,0.5,0.2,1,5,"Uniform",0,0
100,0.5,0.2,1,5,"Central",0.0386,0.00272433624943765
100,0.5,0.2,1,5,"Tail",0.0602,0.00336380617753164
100,0.5,0.2,1,5,"Localized",0.0412,0.00281078494374792
100,0.5,0.2,1,8,"Uniform",0,0
100,0.5,0.2,1,8,"Central",0.0488,0.00304691844328003
100,0.5,0.2,1,8,"Tail",0.0418,0.00283029185774188
100,0.5,0.2,1,8,"Localized",0.0468,0.00298696367570816
100,0.5,0.2,1.5,1,"Uniform",0,0
100,0.5,0.2,1.5,1,"Central",0.0362,0.00264157377334043
100,0.5,0.2,1.5,1,"Tail",0.076,0.00374763925691895
100,0.5,0.2,1.5,1,"Localized",0.0294,0.00238895960618843
100,0.5,0.2,1.5,2,"Uniform",0,0
100,0.5,0.2,1.5,2,"Central",0.0346,0.0025846794772273
100,0.5,0.2,1.5,2,"Tail",0.0648,0.00348140661227614
100,0.5,0.2,1.5,2,"Localized",0.0368,0.00266254614983478
100,0.5,0.2,1.5,3,"Uniform",0,0
100,0.5,0.2,1.5,3,"Central",0.0432,0.00287519599331941
100,0.5,0.2,1.5,3,"Tail",0.0576,0.00329491244193226
100,0.5,0.2,1.5,3,"Localized",0.0418,0.00283029185774188
100,0.5,0.2,1.5,5,"Uniform",0,0
100,0.5,0.2,1.5,5,"Central",0.0388,0.00273110087693589
100,0.5,0.2,1.5,5,"Tail",0.0656,0.00350133231784702
100,0.5,0.2,1.5,5,"Localized",0.0394,0.00275127752144345
100,0.5,0.2,1.5,8,"Uniform",0,0
100,0.5,0.2,1.5,8,"Central",0.0488,0.00304691844328003
100,0.5,0.2,1.5,8,"Tail",0.0486,0.0030409879973456
100,0.5,0.2,1.5,8,"Localized",0.0434,0.00288154264240528
100,0.5,0.2,2,1,"Uniform",0,0
100,0.5,0.2,2,1,"Central",0.0334,0.00254104073166882
100,0.5,0.2,2,1,"Tail",0.0812,0.00386281141139456
100,0.5,0.2,2,1,"Localized",0.031,0.00245108139399735
100,0.5,0.2,2,2,"Uniform",0,0
100,0.5,0.2,2,2,"Central",0.0338,0.0025556822963741
100,0.5,0.2,2,2,"Tail",0.0822,0.00388440883533132
100,0.5,0.2,2,2,"Localized",0.023,0.00211995282966391
100,0.5,0.2,2,3,"Uniform",0,0
100,0.5,0.2,2,3,"Central",0.035,0.00259903828367341
100,0.5,0.2,2,3,"Tail",0.0726,0.00366958417262774
100,0.5,0.2,2,3,"Localized",0.035,0.00259903828367341
100,0.5,0.2,2,5,"Uniform",0,0
100,0.5,0.2,2,5,"Central",0.0338,0.0025556822963741
100,0.5,0.2,2,5,"Tail",0.0586,0.00332162731202644
100,0.5,0.2,2,5,"Localized",0.0352,0.00260618341641566
100,0.5,0.2,2,8,"Uniform",0,0
100,0.5,0.2,2,8,"Central",0.042,0.00283675871374356
100,0.5,0.2,2,8,"Tail",0.0426,0.00285605462132642
100,0.5,0.2,2,8,"Localized",0.0416,0.00282380735886852
100,0.75,0.05,0.5,1,"Uniform",0,0
100,0.75,0.05,0.5,1,"Central",0.0578,0.00330027756408457
100,0.75,0.05,0.5,1,"Tail",0.0474,0.00300510365877785
100,0.75,0.05,0.5,1,"Localized",0.0428,0.00286245209566903
100,0.75,0.05,0.5,2,"Uniform",0,0
100,0.75,0.05,0.5,2,"Central",0.0498,0.00307636018697421
100,0.75,0.05,0.5,2,"Tail",0.048,0.00302311098043059
100,0.75,0.05,0.5,2,"Localized",0.0418,0.00283029185774188
100,0.75,0.05,0.5,3,"Uniform",0,0
100,0.75,0.05,0.5,3,"Central",0.0538,0.00319078548323136
100,0.75,0.05,0.5,3,"Tail",0.0482,0.00302908435009658
100,0.75,0.05,0.5,3,"Localized",0.0408,0.00279769047608916
100,0.75,0.05,0.5,5,"Uniform",0,0
100,0.75,0.05,0.5,5,"Central",0.0524,0.00315132480077824
100,0.75,0.05,0.5,5,"Tail",0.0492,0.00305873699425106
100,0.75,0.05,0.5,5,"Localized",0.0368,0.00266254614983478
100,0.75,0.05,0.5,8,"Uniform",0,0
100,0.75,0.05,0.5,8,"Central",0.0564,0.00326248494249399
100,0.75,0.05,0.5,8,"Tail",0.0486,0.0030409879973456
100,0.75,0.05,0.5,8,"Localized",0.0444,0.00291302729132427
100,0.75,0.05,1,1,"Uniform",0,0
100,0.75,0.05,1,1,"Central",0.06,0.00335857112474933
100,0.75,0.05,1,1,"Tail",0.0592,0.0033375248313683
100,0.75,0.05,1,1,"Localized",0.0334,0.00254104073166882
100,0.75,0.05,1,2,"Uniform",0,0
100,0.75,0.05,1,2,"Central",0.0572,0.00328414859590732
100,0.75,0.05,1,2,"Tail",0.0532,0.00317394895989208
100,0.75,0.05,1,2,"Localized",0.0248,0.00219931625738546
100,0.75,0.05,1,3,"Uniform",0,0
100,0.75,0.05,1,3,"Central",0.061,0.00338464178311383
100,0.75,0.05,1,3,"Tail",0.047,0.00299302522541993
100,0.75,0.05,1,3,"Localized",0.0358,0.00262748396760094
100,0.75,0.05,1,5,"Uniform",0,0
100,0.75,0.05,1,5,"Central",0.0508,0.00310545842026584
100,0.75,0.05,1,5,"Tail",0.0476,0.00301112072159188
100,0.75,0.05,1,5,"Localized",0.0408,0.00279769047608916
100,0.75,0.05,1,8,"Uniform",0,0
100,0.75,0.05,1,8,"Central",0.0568,0.00327333957908433
100,0.75,0.05,1,8,"Tail",0.0414,0.00281730509529941
100,0.75,0.05,1,8,"Localized",0.0366,0.00265557677350891
100,0.75,0.05,1.5,1,"Uniform",0,0
100,0.75,0.05,1.5,1,"Central",0.0594,0.00334280241713446
100,0.75,0.05,1.5,1,"Tail",0.0582,0.003310974478911
100,0.75,0.05,1.5,1,"Localized",0.0312,0.00245872161905328
100,0.75,0.05,1.5,2,"Uniform",0,0
100,0.75,0.05,1.5,2,"Central",0.0556,0.00324063697442339
100,0.75,0.05,1.5,2,"Tail",0.0522,0.00314563697841947
100,0.75,0.05,1.5,2,"Localized",0.0332,0.0025336834845734
100,0.75,0.05,1.5,3,"Uniform",0,0
100,0.75,0.05,1.5,3,"Central",0.0586,0.00332162731202644
100,0.75,0.05,1.5,3,"Tail",0.0514,0.00312275647465504
100,0.75,0.05,1.5,3,"Localized",0.0326,0.00251146331846595
100,0.75,0.05,1.5,5,"Uniform",0,0
100,0.75,0.05,1.5,5,"Central",0.0548,0.00321860093829602
100,0.75,0.05,1.5,5,"Tail",0.0564,0.00326248494249399
100,0.75,0.05,1.5,5,"Localized",0.0362,0.00264157377334043
100,0.75,0.05,1.5,8,"Uniform",0,0
100,0.75,0.05,1.5,8,"Central",0.061,0.00338464178311383
100,0.75,0.05,1.5,8,"Tail",0.047,0.00299302522541993
100,0.75,0.05,1.5,8,"Localized",0.0384,0.00271755183943195
100,0.75,0.05,2,1,"Uniform",0,0
100,0.75,0.05,2,1,"Central",0.0604,0.00336903072114221
100,0.75,0.05,2,1,"Tail",0.0624,0.00342070869850094
100,0.75,0.05,2,1,"Localized",0.0272,0.00230044169671826
100,0.75,0.05,2,2,"Uniform",0,0
100,0.75,0.05,2,2,"Central",0.057,0.00327874976172321
100,0.75,0.05,2,2,"Tail",0.054,0.00319637294444813
100,0.75,0.05,2,2,"Localized",0.0266,0.00227562914377541
100,0.75,0.05,2,3,"Uniform",0,0
100,0.75,0.05,2,3,"Central",0.0604,0.00336903072114221
100,0.75,0.05,2,3,"Tail",0.0522,0.00314563697841947
100,0.75,0.05,2,3,"Localized",0.0242,0.00217321697030002
100,0.75,0.05,2,5,"Uniform",0,0
100,0.75,0.05,2,5,"Central",0.053,0.00316831185333767
100,0.75,0.05,2,5,"Tail",0.053,0.00316831185333767
100,0.75,0.05,2,5,"Localized",0.0222,0.00208361032825238
100,0.75,0.05,2,8,"Uniform",0,0
100,0.75,0.05,2,8,"Central",0.057,0.00327874976172321
100,0.75,0.05,2,8,"Tail",0.0372,0.00267642149146953
100,0.75,0.05,2,8,"Localized",0.0382,0.0027107474983849
100,0.75,0.1,0.5,1,"Uniform",0,0
100,0.75,0.1,0.5,1,"Central",0.0556,0.00324063697442339
100,0.75,0.1,0.5,1,"Tail",0.0576,0.00329491244193226
100,0.75,0.1,0.5,1,"Localized",0.046,0.00296256645495084
100,0.75,0.1,0.5,2,"Uniform",0,0
100,0.75,0.1,0.5,2,"Central",0.0516,0.00312849612433834
100,0.75,0.1,0.5,2,"Tail",0.0482,0.00302908435009658
100,0.75,0.1,0.5,2,"Localized",0.041,0.00280424677944007
100,0.75,0.1,0.5,3,"Uniform",0,0
100,0.75,0.1,0.5,3,"Central",0.054,0.00319637294444813
100,0.75,0.1,0.5,3,"Tail",0.0446,0.00291927525252416
100,0.75,0.1,0.5,3,"Localized",0.0398,0.00276463234445378
100,0.75,0.1,0.5,5,"Uniform",0,0
100,0.75,0.1,0.5,5,"Central",0.0476,0.00301112072159188
100,0.75,0.1,0.5,5,"Tail",0.0536,0.00318518570887162
100,0.75,0.1,0.5,5,"Localized",0.0368,0.00266254614983478
100,0.75,0.1,0.5,8,"Uniform",0,0
100,0.75,0.1,0.5,8,"Central",0.0528,0.00316266216975509
100,0.75,0.1,0.5,8,"Tail",0.045,0.00293172304285381
100,0.75,0.1,0.5,8,"Localized",0.037,0.00266949433413896
100,0.75,0.1,1,1,"Uniform",0,0
100,0.75,0.1,1,1,"Central",0.0544,0.0032075111847038
100,0.75,0.1,1,1,"Tail",0.0544,0.0032075111847038
100,0.75,0.1,1,1,"Localized",0.0348,0.00259187036712873
100,0.75,0.1,1,2,"Uniform",0,0
100,0.75,0.1,1,2,"Central",0.0502,0.00308804015517933
100,0.75,0.1,1,2,"Tail",0.0508,0.00310545842026584
100,0.75,0.1,1,2,"Localized",0.0338,0.0025556822963741
100,0.75,0.1,1,3,"Uniform",0,0
100,0.75,0.1,1,3,"Central",0.063,0.00343601513384327
100,0.75,0.1,1,3,"Tail",0.0524,0.00315132480077824
100,0.75,0.1,1,3,"Localized",0.0396,0.00275796446677618
100,0.75,0.1,1,5,"Uniform",0,0
100,0.75,0.1,1,5,"Central",0.054,0.00319637294444813
100,0.75,0.1,1,5,"Tail",0.048,0.00302311098043059
100,0.75,0.1,1,5,"Localized",0.0334,0.00254104073166882
100,0.75,0.1,1,8,"Uniform",0,0
100,0.75,0.1,1,8,"Central",0.0586,0.00332162731202644
100,0.75,0.1,1,8,"Tail",0.0416,0.00282380735886852
100,0.75,0.1,1,8,"Localized",0.0454,0.00294410733499986
100,0.75,0.1,1.5,1,"Uniform",0,0
100,0.75,0.1,1.5,1,"Central",0.0528,0.00316266216975509
100,0.75,0.1,1.5,1,"Tail",0.0542,0.00320194815698193
100,0.75,0.1,1.5,1,"Localized",0.0346,0.0025846794772273
100,0.75,0.1,1.5,2,"Uniform",0,0
100,0.75,0.1,1.5,2,"Central",0.0566,0.00326791799162709
100,0.75,0.1,1.5,2,"Tail",0.0546,0.00321306209090332
100,0.75,0.1,1.5,2,"Localized",0.0284,0.00234918879615922
100,0.75,0.1,1.5,3,"Uniform",0,0
100,0.75,0.1,1.5,3,"Central",0.0592,0.0033375248313683
100,0.75,0.1,1.5,3,"Tail",0.0424,0.00284963997726029
